"No.","Time","Source","Destination","Protocol","Length","Info"
"1017","10.871062593","192.168.56.102","192.168.56.101","TCP","58","55479  >  8021 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1018","10.871093305","192.168.56.101","192.168.56.102","TCP","60","1322  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1019","10.871094430","192.168.56.102","192.168.56.101","TCP","58","55479  >  5960 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1020","10.871120180","192.168.56.102","192.168.56.101","TCP","58","55479  >  7512 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1021","10.871338117","192.168.56.101","192.168.56.102","TCP","60","3737  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1022","10.871487833","192.168.56.101","192.168.56.102","TCP","60","45100  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1023","10.871487885","192.168.56.101","192.168.56.102","TCP","60","301  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1024","10.871746927","192.168.56.101","192.168.56.102","TCP","60","1717  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1025","10.871896332","192.168.56.101","192.168.56.102","TCP","60","2920  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1026","10.872044373","192.168.56.101","192.168.56.102","TCP","60","5877  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1027","10.872044422","192.168.56.101","192.168.56.102","TCP","60","548  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1028","10.872192932","192.168.56.101","192.168.56.102","TCP","60","1007  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1029","10.872339985","192.168.56.101","192.168.56.102","TCP","60","2301  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1030","10.872488322","192.168.56.101","192.168.56.102","TCP","60","3301  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1031","10.872635727","192.168.56.101","192.168.56.102","TCP","60","1217  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1032","10.872802812","192.168.56.101","192.168.56.102","TCP","60","51493  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1033","10.872951964","192.168.56.101","192.168.56.102","TCP","60","3826  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1034","10.873113905","192.168.56.101","192.168.56.102","TCP","60","16993  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1035","10.873241110","192.168.56.101","192.168.56.102","TCP","60","1053  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1036","10.873372826","192.168.56.101","192.168.56.102","TCP","60","9900  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1037","10.873498184","192.168.56.101","192.168.56.102","TCP","60","8800  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1038","10.873668989","192.168.56.101","192.168.56.102","TCP","60","2525  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1039","10.873822187","192.168.56.101","192.168.56.102","TCP","60","49154  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1040","10.873984203","192.168.56.101","192.168.56.102","TCP","60","2394  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1041","10.874092585","192.168.56.101","192.168.56.102","TCP","60","1175  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1042","10.874250177","192.168.56.101","192.168.56.102","TCP","60","1079  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1043","10.874382154","192.168.56.101","192.168.56.102","TCP","60","20000  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1044","10.874507475","192.168.56.101","192.168.56.102","TCP","60","1056  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1045","10.874649904","192.168.56.101","192.168.56.102","TCP","60","3880  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1046","10.874783498","192.168.56.101","192.168.56.102","TCP","60","1047  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1047","10.874940927","192.168.56.101","192.168.56.102","TCP","60","19842  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1048","10.875106442","192.168.56.101","192.168.56.102","TCP","60","3809  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1049","10.875256920","192.168.56.101","192.168.56.102","TCP","60","3071  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1050","10.875405364","192.168.56.101","192.168.56.102","TCP","60","27353  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1051","10.875405415","192.168.56.101","192.168.56.102","TCP","60","3995  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1052","10.875555180","192.168.56.101","192.168.56.102","TCP","60","7019  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1053","10.875706830","192.168.56.101","192.168.56.102","TCP","60","1119  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1054","10.875856941","192.168.56.101","192.168.56.102","TCP","60","1075  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1055","10.876007672","192.168.56.101","192.168.56.102","TCP","60","5815  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1056","10.876203507","192.168.56.101","192.168.56.102","TCP","60","5550  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1057","10.876346910","192.168.56.101","192.168.56.102","TCP","60","32777  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1058","10.876508157","192.168.56.101","192.168.56.102","TCP","60","1039  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1059","10.876787289","192.168.56.101","192.168.56.102","TCP","60","1054  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1060","10.877202465","192.168.56.101","192.168.56.102","TCP","60","2099  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1061","10.877202590","192.168.56.101","192.168.56.102","TCP","60","32784  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1062","10.877372474","192.168.56.101","192.168.56.102","TCP","60","60443  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1063","10.877522516","192.168.56.101","192.168.56.102","TCP","60","8021  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1064","10.877673079","192.168.56.101","192.168.56.102","TCP","60","5960  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1065","10.877825652","192.168.56.101","192.168.56.102","TCP","60","7512  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1066","10.878017170","192.168.56.102","192.168.56.101","TCP","58","55479  >  1033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1067","10.878057813","192.168.56.102","192.168.56.101","TCP","58","55479  >  1247 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1068","10.878110188","192.168.56.102","192.168.56.101","TCP","58","55479  >  3766 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1069","10.878135755","192.168.56.102","192.168.56.101","TCP","58","55479  >  2005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1070","10.878168451","192.168.56.102","192.168.56.101","TCP","58","55479  >  1503 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1071","10.878193124","192.168.56.102","192.168.56.101","TCP","58","55479  >  1500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1072","10.878224975","192.168.56.102","192.168.56.101","TCP","58","55479  >  1812 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1073","10.878250587","192.168.56.102","192.168.56.101","TCP","58","55479  >  5280 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1074","10.878282183","192.168.56.102","192.168.56.101","TCP","58","55479  >  5120 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1075","10.878306754","192.168.56.102","192.168.56.101","TCP","58","55479  >  1090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1076","10.878338887","192.168.56.102","192.168.56.101","TCP","58","55479  >  212 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1077","10.878363775","192.168.56.102","192.168.56.101","TCP","58","55479  >  16080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1078","10.878395380","192.168.56.102","192.168.56.101","TCP","58","55479  >  2200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1079","10.878420415","192.168.56.102","192.168.56.101","TCP","58","55479  >  1145 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1080","10.878452307","192.168.56.102","192.168.56.101","TCP","58","55479  >  3005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1081","10.878476746","192.168.56.102","192.168.56.101","TCP","58","55479  >  5925 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1082","10.878508973","192.168.56.102","192.168.56.101","TCP","58","55479  >  41511 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1083","10.878518876","192.168.56.101","192.168.56.102","TCP","60","1033  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1084","10.878533861","192.168.56.102","192.168.56.101","TCP","58","55479  >  6510 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1085","10.878565480","192.168.56.102","192.168.56.101","TCP","58","55479  >  3404 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1086","10.878590186","192.168.56.102","192.168.56.101","TCP","58","55479  >  6004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1087","10.878654466","192.168.56.102","192.168.56.101","TCP","58","55479  >  2038 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1088","10.878663731","192.168.56.101","192.168.56.102","TCP","60","1247  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1089","10.878680491","192.168.56.102","192.168.56.101","TCP","58","55479  >  417 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1090","10.878712947","192.168.56.102","192.168.56.101","TCP","58","55479  >  27355 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1091","10.878739196","192.168.56.102","192.168.56.101","TCP","58","55479  >  1782 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1092","10.878771890","192.168.56.102","192.168.56.101","TCP","58","55479  >  1301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1093","10.878796141","192.168.56.102","192.168.56.101","TCP","58","55479  >  5050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1094","10.878797600","192.168.56.101","192.168.56.102","TCP","60","3766  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1095","10.878829184","192.168.56.102","192.168.56.101","TCP","58","55479  >  1066 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1096","10.878853580","192.168.56.102","192.168.56.101","TCP","58","55479  >  57294 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1097","10.878884560","192.168.56.102","192.168.56.101","TCP","58","55479  >  2048 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1098","10.878909748","192.168.56.102","192.168.56.101","TCP","58","55479  >  1123 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1099","10.878928557","192.168.56.101","192.168.56.102","TCP","60","2005  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1100","10.878941157","192.168.56.102","192.168.56.101","TCP","58","55479  >  5802 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1101","10.878966482","192.168.56.102","192.168.56.101","TCP","58","55479  >  3372 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1102","10.879005285","192.168.56.102","192.168.56.101","TCP","58","55479  >  179 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1103","10.879030402","192.168.56.102","192.168.56.101","TCP","58","55479  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1104","10.879061453","192.168.56.102","192.168.56.101","TCP","58","55479  >  5555 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1105","10.879086181","192.168.56.102","192.168.56.101","TCP","58","55479  >  10009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1106","10.879117798","192.168.56.102","192.168.56.101","TCP","58","55479  >  4002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1107","10.879142909","192.168.56.102","192.168.56.101","TCP","58","55479  >  6007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1108","10.879173904","192.168.56.102","192.168.56.101","TCP","58","55479  >  1761 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1109","10.879198259","192.168.56.102","192.168.56.101","TCP","58","55479  >  32773 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1110","10.879229641","192.168.56.102","192.168.56.101","TCP","58","55479  >  11110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1111","10.879253813","192.168.56.102","192.168.56.101","TCP","58","55479  >  10002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1112","10.879284772","192.168.56.102","192.168.56.101","TCP","58","55479  >  5988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1113","10.879309115","192.168.56.102","192.168.56.101","TCP","58","55479  >  765 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1114","10.879341887","192.168.56.102","192.168.56.101","TCP","58","55479  >  63331 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1115","10.879366316","192.168.56.102","192.168.56.101","TCP","58","55479  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1116","10.879397407","192.168.56.102","192.168.56.101","TCP","58","55479  >  8400 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1117","10.879401616","192.168.56.101","192.168.56.102","TCP","60","1503  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1118","10.879421675","192.168.56.102","192.168.56.101","TCP","58","55479  >  7778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1119","10.879451925","192.168.56.102","192.168.56.101","TCP","58","55479  >  38292 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1120","10.879476737","192.168.56.102","192.168.56.101","TCP","58","55479  >  8022 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1121","10.879533844","192.168.56.101","192.168.56.102","TCP","60","1500  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1122","10.879665180","192.168.56.101","192.168.56.102","TCP","60","1812  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1123","10.879797962","192.168.56.101","192.168.56.102","TCP","60","5280  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1124","10.879940275","192.168.56.101","192.168.56.102","TCP","60","5120  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1125","10.880084151","192.168.56.101","192.168.56.102","TCP","60","1090  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1126","10.880233115","192.168.56.101","192.168.56.102","TCP","60","212  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1127","10.880380184","192.168.56.101","192.168.56.102","TCP","60","16080  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1128","10.880380234","192.168.56.101","192.168.56.102","TCP","60","2200  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1129","10.880529930","192.168.56.101","192.168.56.102","TCP","60","1145  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1130","10.880677013","192.168.56.101","192.168.56.102","TCP","60","3005  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1131","10.880825831","192.168.56.101","192.168.56.102","TCP","60","5925  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1132","10.880974566","192.168.56.101","192.168.56.102","TCP","60","41511  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1133","10.881122208","192.168.56.101","192.168.56.102","TCP","60","6510  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1134","10.881270990","192.168.56.101","192.168.56.102","TCP","60","3404  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1135","10.881417858","192.168.56.101","192.168.56.102","TCP","60","6004  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1136","10.881543774","192.168.56.101","192.168.56.102","TCP","60","2038  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1137","10.881676916","192.168.56.101","192.168.56.102","TCP","60","417  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1138","10.881802671","192.168.56.101","192.168.56.102","TCP","60","27355  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1139","10.881949360","192.168.56.101","192.168.56.102","TCP","60","1782  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1140","10.882075789","192.168.56.101","192.168.56.102","TCP","60","1301  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1141","10.882234595","192.168.56.101","192.168.56.102","TCP","60","5050  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1142","10.882384159","192.168.56.101","192.168.56.102","TCP","60","1066  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1143","10.882511199","192.168.56.101","192.168.56.102","TCP","60","57294  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1144","10.882675025","192.168.56.101","192.168.56.102","TCP","60","2048  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1145","10.882675075","192.168.56.101","192.168.56.102","TCP","60","1123  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1146","10.882827512","192.168.56.101","192.168.56.102","TCP","60","5802  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1147","10.882956497","192.168.56.101","192.168.56.102","TCP","60","3372  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1148","10.883216570","192.168.56.101","192.168.56.102","TCP","60","179  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1149","10.883460603","192.168.56.101","192.168.56.102","TCP","60","5000  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1150","10.883614505","192.168.56.101","192.168.56.102","TCP","60","5555  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1151","10.883744162","192.168.56.101","192.168.56.102","TCP","60","10009  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1152","10.883871070","192.168.56.101","192.168.56.102","TCP","60","4002  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1153","10.884022945","192.168.56.101","192.168.56.102","TCP","60","6007  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1154","10.884163718","192.168.56.101","192.168.56.102","TCP","60","1761  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1155","10.884315699","192.168.56.101","192.168.56.102","TCP","60","32773  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1156","10.884463683","192.168.56.101","192.168.56.102","TCP","60","11110  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1157","10.884463740","192.168.56.101","192.168.56.102","TCP","60","10002  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1158","10.884613723","192.168.56.101","192.168.56.102","TCP","60","5988  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1159","10.884761342","192.168.56.101","192.168.56.102","TCP","60","765  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1160","10.884910583","192.168.56.101","192.168.56.102","TCP","60","63331  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1161","10.885103845","192.168.56.101","192.168.56.102","TCP","60","49155  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1162","10.885287461","192.168.56.101","192.168.56.102","TCP","60","8400  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1163","10.885287522","192.168.56.101","192.168.56.102","TCP","60","7778  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1164","10.885436085","192.168.56.101","192.168.56.102","TCP","60","38292  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1165","10.885585134","192.168.56.101","192.168.56.102","TCP","60","8022  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1166","10.885649925","192.168.56.102","192.168.56.101","TCP","58","55479  >  3689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1167","10.885681563","192.168.56.102","192.168.56.101","TCP","58","55479  >  51103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1168","10.885724385","192.168.56.102","192.168.56.101","TCP","58","55479  >  4343 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1169","10.885750861","192.168.56.102","192.168.56.101","TCP","58","55479  >  1311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1170","10.885843960","192.168.56.102","192.168.56.101","TCP","58","55479  >  2809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1171","10.885869702","192.168.56.102","192.168.56.101","TCP","58","55479  >  33354 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1172","10.885946376","192.168.56.102","192.168.56.101","TCP","58","55479  >  12265 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1173","10.885971979","192.168.56.102","192.168.56.101","TCP","58","55479  >  10629 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1174","10.886004084","192.168.56.102","192.168.56.101","TCP","58","55479  >  2718 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1175","10.886028723","192.168.56.102","192.168.56.101","TCP","58","55479  >  1972 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1176","10.886060158","192.168.56.102","192.168.56.101","TCP","58","55479  >  8192 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1177","10.886086281","192.168.56.102","192.168.56.101","TCP","58","55479  >  6001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1178","10.886117577","192.168.56.102","192.168.56.101","TCP","58","55479  >  1124 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1179","10.886145144","192.168.56.102","192.168.56.101","TCP","58","55479  >  1309 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1180","10.886181613","192.168.56.102","192.168.56.101","TCP","58","55479  >  1117 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1181","10.886206362","192.168.56.102","192.168.56.101","TCP","58","55479  >  5985 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1182","10.886237544","192.168.56.102","192.168.56.101","TCP","58","55479  >  8994 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1183","10.886256873","192.168.56.101","192.168.56.102","TCP","60","3689  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1184","10.886325516","192.168.56.102","192.168.56.101","TCP","58","55479  >  9418 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1185","10.886355260","192.168.56.102","192.168.56.101","TCP","58","55479  >  2047 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1186","10.886378387","192.168.56.102","192.168.56.101","TCP","58","55479  >  3814 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1187","10.886412284","192.168.56.102","192.168.56.101","TCP","58","55479  >  9917 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1188","10.886433774","192.168.56.101","192.168.56.102","TCP","60","51103  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1189","10.886440142","192.168.56.102","192.168.56.101","TCP","58","55479  >  9878 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1190","10.886483879","192.168.56.102","192.168.56.101","TCP","58","55479  >  555 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1191","10.886515650","192.168.56.102","192.168.56.101","TCP","58","55479  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1192","10.886547989","192.168.56.102","192.168.56.101","TCP","58","55479  >  9618 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1193","10.886571076","192.168.56.102","192.168.56.101","TCP","58","55479  >  5810 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1194","10.886601196","192.168.56.102","192.168.56.101","TCP","58","55479  >  366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1195","10.886625517","192.168.56.102","192.168.56.101","TCP","58","55479  >  9090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1196","10.886657483","192.168.56.102","192.168.56.101","TCP","58","55479  >  1999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1197","10.886679524","192.168.56.102","192.168.56.101","TCP","58","55479  >  1034 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1198","10.886688479","192.168.56.101","192.168.56.102","TCP","60","4343  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1199","10.886710996","192.168.56.102","192.168.56.101","TCP","58","55479  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1200","10.886734783","192.168.56.102","192.168.56.101","TCP","58","55479  >  1105 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1201","10.886764946","192.168.56.102","192.168.56.101","TCP","58","55479  >  7741 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1202","10.886790435","192.168.56.102","192.168.56.101","TCP","58","55479  >  1166 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1203","10.886822582","192.168.56.102","192.168.56.101","TCP","58","55479  >  1521 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1204","10.886846863","192.168.56.102","192.168.56.101","TCP","58","55479  >  11967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1205","10.886880162","192.168.56.102","192.168.56.101","TCP","58","55479  >  9050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1206","10.886904638","192.168.56.102","192.168.56.101","TCP","58","55479  >  5214 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1207","10.886935975","192.168.56.102","192.168.56.101","TCP","58","55479  >  259 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1208","10.886947886","192.168.56.101","192.168.56.102","TCP","60","1311  >  55479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1209","10.886960542","192.168.56.102","192.168.56.101","TCP","58","55479  >  7004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1210","10.886994750","192.168.56.102","192.168.56.101","TCP","58","55479  >  5862 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1211","10.887019530","192.168.56.102","192.168.56.101","TCP","58","55479  >  9998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1212","10.887052192","192.168.56.102","192.168.56.101","TCP","58","55479  >  1069 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1213","10.887076950","192.168.56.102","192.168.56.101","TCP","58","55479  >  10024 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1214","10.887108798","192.168.56.102","192.168.56.101","TCP","58","55479  >  54328 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
