"No.","Time","Source","Destination","Protocol","Length","Info"
"3286","32.128704192","192.168.56.101","192.168.56.102","TCP","60","6346  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3287","32.128849416","192.168.56.101","192.168.56.102","TCP","60","6002  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3288","32.128999230","192.168.56.101","192.168.56.102","TCP","60","801  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3289","32.129182641","192.168.56.101","192.168.56.102","TCP","60","5906  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3290","32.129335753","192.168.56.101","192.168.56.102","TCP","60","3920  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3291","32.129485505","192.168.56.101","192.168.56.102","TCP","60","3998  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3292","32.129624114","192.168.56.101","192.168.56.102","TCP","60","9485  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3293","32.129790997","192.168.56.101","192.168.56.102","TCP","60","8001  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3294","32.129984198","192.168.56.101","192.168.56.102","TCP","60","49176  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3295","32.130143921","192.168.56.101","192.168.56.102","TCP","60","1048  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3296","32.130241392","192.168.56.102","192.168.56.101","TCP","58","39816  >  3322 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3297","32.130284563","192.168.56.102","192.168.56.101","TCP","58","39816  >  1594 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3298","32.130349522","192.168.56.102","192.168.56.101","TCP","58","39816  >  2323 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3299","32.130375671","192.168.56.102","192.168.56.101","TCP","58","39816  >  1700 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3300","32.130419604","192.168.56.102","192.168.56.101","TCP","58","39816  >  49167 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3301","32.130446276","192.168.56.102","192.168.56.101","TCP","58","39816  >  777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3302","32.130499215","192.168.56.102","192.168.56.101","TCP","58","39816  >  19 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3303","32.130524385","192.168.56.102","192.168.56.101","TCP","58","39816  >  1244 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3304","32.130558869","192.168.56.102","192.168.56.101","TCP","58","39816  >  10002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3305","32.130584739","192.168.56.102","192.168.56.101","TCP","58","39816  >  2702 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3306","32.130630498","192.168.56.102","192.168.56.101","TCP","58","39816  >  6007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3307","32.130654568","192.168.56.102","192.168.56.101","TCP","58","39816  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3308","32.130688128","192.168.56.102","192.168.56.101","TCP","58","39816  >  1093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3309","32.130713933","192.168.56.102","192.168.56.101","TCP","58","39816  >  1066 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3310","32.130746378","192.168.56.102","192.168.56.101","TCP","58","39816  >  106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3311","32.130770539","192.168.56.102","192.168.56.101","TCP","58","39816  >  1089 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3312","32.130803374","192.168.56.102","192.168.56.101","TCP","58","39816  >  1030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3313","32.130827580","192.168.56.102","192.168.56.101","TCP","58","39816  >  35500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3314","32.130869833","192.168.56.102","192.168.56.101","TCP","58","39816  >  7103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3315","32.130896403","192.168.56.102","192.168.56.101","TCP","58","39816  >  1106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3316","32.130931301","192.168.56.102","192.168.56.101","TCP","58","39816  >  1064 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3317","32.130956885","192.168.56.102","192.168.56.101","TCP","58","39816  >  3703 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3318","32.130990044","192.168.56.102","192.168.56.101","TCP","58","39816  >  1054 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3319","32.131015303","192.168.56.102","192.168.56.101","TCP","58","39816  >  49175 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3320","32.131059443","192.168.56.102","192.168.56.101","TCP","58","39816  >  1024 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3321","32.131084108","192.168.56.102","192.168.56.101","TCP","58","39816  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3322","32.131123403","192.168.56.102","192.168.56.101","TCP","58","39816  >  16080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3323","32.131147153","192.168.56.102","192.168.56.101","TCP","58","39816  >  11110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3324","32.131153533","192.168.56.101","192.168.56.102","TCP","60","3322  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3325","32.131182041","192.168.56.102","192.168.56.101","TCP","58","39816  >  2500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3326","32.131205264","192.168.56.102","192.168.56.101","TCP","58","39816  >  2366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3327","32.131243908","192.168.56.102","192.168.56.101","TCP","58","39816  >  6667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3328","32.131268934","192.168.56.102","192.168.56.101","TCP","58","39816  >  1052 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3329","32.131287001","192.168.56.101","192.168.56.102","TCP","60","1594  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3330","32.131310558","192.168.56.102","192.168.56.101","TCP","58","39816  >  2160 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3331","32.131335326","192.168.56.102","192.168.56.101","TCP","58","39816  >  1039 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3332","32.131367787","192.168.56.102","192.168.56.101","TCP","58","39816  >  1174 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3333","32.131393197","192.168.56.102","192.168.56.101","TCP","58","39816  >  888 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3334","32.131415685","192.168.56.101","192.168.56.102","TCP","60","2323  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3335","32.131434400","192.168.56.102","192.168.56.101","TCP","58","39816  >  1583 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3336","32.131459884","192.168.56.102","192.168.56.101","TCP","58","39816  >  1974 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3337","32.131512088","192.168.56.102","192.168.56.101","TCP","58","39816  >  5989 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3338","32.131537091","192.168.56.102","192.168.56.101","TCP","58","39816  >  1175 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3339","32.131543393","192.168.56.101","192.168.56.102","TCP","60","1700  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3340","32.131569447","192.168.56.102","192.168.56.101","TCP","58","39816  >  16001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3341","32.131594851","192.168.56.102","192.168.56.101","TCP","58","39816  >  9050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3342","32.131628983","192.168.56.102","192.168.56.101","TCP","58","39816  >  7106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3343","32.131653981","192.168.56.102","192.168.56.101","TCP","58","39816  >  990 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3344","32.131672784","192.168.56.101","192.168.56.102","TCP","60","49167  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3345","32.131695857","192.168.56.102","192.168.56.101","TCP","58","39816  >  1183 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3346","32.131721032","192.168.56.102","192.168.56.101","TCP","58","39816  >  64623 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3347","32.131758005","192.168.56.102","192.168.56.101","TCP","58","39816  >  3005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3348","32.131783514","192.168.56.102","192.168.56.101","TCP","58","39816  >  8200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3349","32.131802407","192.168.56.101","192.168.56.102","TCP","60","777  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3350","32.131821186","192.168.56.102","192.168.56.101","TCP","58","39816  >  3945 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3351","32.131852536","192.168.56.102","192.168.56.101","TCP","58","39816  >  2809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3352","32.131929913","192.168.56.101","192.168.56.102","TCP","60","19  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3353","32.132081789","192.168.56.101","192.168.56.102","TCP","60","1244  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3354","32.132230932","192.168.56.101","192.168.56.102","TCP","60","10002  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3355","32.132391714","192.168.56.101","192.168.56.102","TCP","60","2702  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3356","32.132391771","192.168.56.101","192.168.56.102","TCP","60","6007  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3357","32.132540532","192.168.56.101","192.168.56.102","TCP","60","5631  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3358","32.132695468","192.168.56.101","192.168.56.102","TCP","60","1093  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3359","32.132863771","192.168.56.101","192.168.56.102","TCP","60","1066  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3360","32.133012071","192.168.56.101","192.168.56.102","TCP","60","106  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3361","32.133248651","192.168.56.101","192.168.56.102","TCP","60","1089  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3362","32.133438420","192.168.56.101","192.168.56.102","TCP","60","1030  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3363","32.133587886","192.168.56.101","192.168.56.102","TCP","60","35500  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3364","32.133733914","192.168.56.101","192.168.56.102","TCP","60","7103  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3365","32.133884453","192.168.56.101","192.168.56.102","TCP","60","1106  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3366","32.134023312","192.168.56.101","192.168.56.102","TCP","60","1064  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3367","32.134170070","192.168.56.101","192.168.56.102","TCP","60","3703  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3368","32.134298090","192.168.56.101","192.168.56.102","TCP","60","1054  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3369","32.134298138","192.168.56.101","192.168.56.102","TCP","60","49175  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3370","32.134883332","192.168.56.101","192.168.56.102","TCP","60","1024  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3371","32.135059235","192.168.56.101","192.168.56.102","TCP","60","389  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3372","32.135220037","192.168.56.101","192.168.56.102","TCP","60","16080  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3373","32.135375386","192.168.56.101","192.168.56.102","TCP","60","11110  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3374","32.135554011","192.168.56.101","192.168.56.102","TCP","60","2500  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3375","32.135683856","192.168.56.101","192.168.56.102","TCP","60","2366  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3376","32.135844471","192.168.56.101","192.168.56.102","TCP","60","6667  >  39816 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"3377","32.135875726","192.168.56.102","192.168.56.101","TCP","54","39816  >  6667 [RST] Seq=1 Win=0 Len=0"
"3378","32.136048776","192.168.56.101","192.168.56.102","TCP","60","1052  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3379","32.136198167","192.168.56.101","192.168.56.102","TCP","60","2160  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3380","32.136198221","192.168.56.101","192.168.56.102","TCP","60","1039  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3381","32.136349844","192.168.56.101","192.168.56.102","TCP","60","1174  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3382","32.136500236","192.168.56.101","192.168.56.102","TCP","60","888  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3383","32.136657446","192.168.56.101","192.168.56.102","TCP","60","1583  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3384","32.136806136","192.168.56.101","192.168.56.102","TCP","60","1974  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3385","32.136954218","192.168.56.101","192.168.56.102","TCP","60","5989  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3386","32.137102430","192.168.56.101","192.168.56.102","TCP","60","1175  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3387","32.137251217","192.168.56.101","192.168.56.102","TCP","60","16001  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3388","32.137387221","192.168.56.101","192.168.56.102","TCP","60","9050  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3389","32.137572018","192.168.56.101","192.168.56.102","TCP","60","7106  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3390","32.137702033","192.168.56.101","192.168.56.102","TCP","60","990  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3391","32.137850011","192.168.56.101","192.168.56.102","TCP","60","1183  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3392","32.138004895","192.168.56.101","192.168.56.102","TCP","60","64623  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3393","32.138133332","192.168.56.101","192.168.56.102","TCP","60","3005  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3394","32.138262314","192.168.56.101","192.168.56.102","TCP","60","8200  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3395","32.138390120","192.168.56.101","192.168.56.102","TCP","60","3945  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3396","32.138538568","192.168.56.101","192.168.56.102","TCP","60","2809  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3397","32.138733511","192.168.56.102","192.168.56.101","TCP","58","39816  >  10010 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3398","32.138835720","192.168.56.102","192.168.56.101","TCP","58","39816  >  1068 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3399","32.138990796","192.168.56.102","192.168.56.101","TCP","58","39816  >  2725 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3400","32.139073214","192.168.56.102","192.168.56.101","TCP","58","39816  >  3828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3401","32.139161717","192.168.56.101","192.168.56.102","TCP","60","10010  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3402","32.139221536","192.168.56.102","192.168.56.101","TCP","58","39816  >  1145 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3403","32.139273220","192.168.56.101","192.168.56.102","TCP","60","1068  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3404","32.139303680","192.168.56.102","192.168.56.101","TCP","58","39816  >  1147 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3405","32.139403925","192.168.56.101","192.168.56.102","TCP","60","2725  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3406","32.139416919","192.168.56.102","192.168.56.101","TCP","58","39816  >  10243 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3407","32.139497231","192.168.56.102","192.168.56.101","TCP","58","39816  >  27000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3408","32.139534464","192.168.56.101","192.168.56.102","TCP","60","3828  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3409","32.139639674","192.168.56.102","192.168.56.101","TCP","58","39816  >  1043 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3410","32.139663328","192.168.56.101","192.168.56.102","TCP","60","1145  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3411","32.139679005","192.168.56.102","192.168.56.101","TCP","58","39816  >  1718 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3412","32.139730060","192.168.56.102","192.168.56.101","TCP","58","39816  >  2119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3413","32.139755484","192.168.56.102","192.168.56.101","TCP","58","39816  >  5050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3414","32.139792732","192.168.56.102","192.168.56.101","TCP","58","39816  >  32774 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3415","32.139818377","192.168.56.102","192.168.56.101","TCP","58","39816  >  3324 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3416","32.139855279","192.168.56.102","192.168.56.101","TCP","58","39816  >  1216 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3417","32.139880498","192.168.56.102","192.168.56.101","TCP","58","39816  >  20 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3418","32.139905086","192.168.56.101","192.168.56.102","TCP","60","1147  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3419","32.139916263","192.168.56.102","192.168.56.101","TCP","58","39816  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3420","32.139942266","192.168.56.102","192.168.56.101","TCP","58","39816  >  9502 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3421","32.139979907","192.168.56.102","192.168.56.101","TCP","58","39816  >  912 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3422","32.140005217","192.168.56.102","192.168.56.101","TCP","58","39816  >  51493 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3423","32.140034544","192.168.56.101","192.168.56.102","TCP","60","10243  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3424","32.140047967","192.168.56.102","192.168.56.101","TCP","58","39816  >  14441 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3425","32.140073055","192.168.56.102","192.168.56.101","TCP","58","39816  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3426","32.140110565","192.168.56.102","192.168.56.101","TCP","58","39816  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3427","32.140136236","192.168.56.102","192.168.56.101","TCP","58","39816  >  3211 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3428","32.140164841","192.168.56.101","192.168.56.102","TCP","60","27000  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3429","32.140173295","192.168.56.102","192.168.56.101","TCP","58","39816  >  1999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3430","32.140198123","192.168.56.102","192.168.56.101","TCP","58","39816  >  458 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3431","32.140235333","192.168.56.102","192.168.56.101","TCP","58","39816  >  9917 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3432","32.140259427","192.168.56.102","192.168.56.101","TCP","58","39816  >  4 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3433","32.140295245","192.168.56.102","192.168.56.101","TCP","58","39816  >  1041 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3434","32.140295407","192.168.56.101","192.168.56.102","TCP","60","1043  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3435","32.140321502","192.168.56.102","192.168.56.101","TCP","58","39816  >  3493 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3436","32.140355821","192.168.56.102","192.168.56.101","TCP","58","39816  >  32770 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3437","32.140380225","192.168.56.102","192.168.56.101","TCP","58","39816  >  6005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3438","32.140418148","192.168.56.102","192.168.56.101","TCP","58","39816  >  2045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3439","32.140425492","192.168.56.101","192.168.56.102","TCP","60","1718  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3440","32.140443029","192.168.56.102","192.168.56.101","TCP","58","39816  >  7201 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3441","32.140480019","192.168.56.102","192.168.56.101","TCP","58","39816  >  902 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3442","32.140505939","192.168.56.102","192.168.56.101","TCP","58","39816  >  4567 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3443","32.140542474","192.168.56.102","192.168.56.101","TCP","58","39816  >  2638 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3444","32.140568800","192.168.56.102","192.168.56.101","TCP","58","39816  >  1247 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3445","32.140610398","192.168.56.102","192.168.56.101","TCP","58","39816  >  4002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3446","32.140635476","192.168.56.102","192.168.56.101","TCP","58","39816  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3447","32.140667835","192.168.56.102","192.168.56.101","TCP","58","39816  >  3 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3448","32.140693297","192.168.56.102","192.168.56.101","TCP","58","39816  >  981 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3449","32.140785105","192.168.56.102","192.168.56.101","TCP","58","39816  >  161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3450","32.140810750","192.168.56.102","192.168.56.101","TCP","58","39816  >  1108 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3451","32.140846873","192.168.56.101","192.168.56.102","TCP","60","2119  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3452","32.140851046","192.168.56.102","192.168.56.101","TCP","58","39816  >  1862 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3453","32.140876622","192.168.56.102","192.168.56.101","TCP","58","39816  >  541 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3454","32.140908505","192.168.56.102","192.168.56.101","TCP","58","39816  >  6565 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3455","32.140933303","192.168.56.102","192.168.56.101","TCP","58","39816  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3456","32.140972047","192.168.56.102","192.168.56.101","TCP","58","39816  >  7025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3457","32.140978381","192.168.56.101","192.168.56.102","TCP","60","5050  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3458","32.141003292","192.168.56.102","192.168.56.101","TCP","58","39816  >  1875 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"3459","32.141107070","192.168.56.101","192.168.56.102","TCP","60","32774  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3460","32.141259389","192.168.56.101","192.168.56.102","TCP","60","3324  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3461","32.141259456","192.168.56.101","192.168.56.102","TCP","60","1216  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3462","32.141411135","192.168.56.101","192.168.56.102","TCP","60","20  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3463","32.141669284","192.168.56.101","192.168.56.102","TCP","60","8081  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3464","32.141818069","192.168.56.101","192.168.56.102","TCP","60","9502  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3465","32.141980415","192.168.56.101","192.168.56.102","TCP","60","912  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3466","32.141980465","192.168.56.101","192.168.56.102","TCP","60","51493  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3467","32.142112969","192.168.56.101","192.168.56.102","TCP","60","14441  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3468","32.142266041","192.168.56.101","192.168.56.102","TCP","60","465  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3469","32.142418855","192.168.56.101","192.168.56.102","TCP","60","5000  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3470","32.142573940","192.168.56.101","192.168.56.102","TCP","60","3211  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3471","32.142724829","192.168.56.101","192.168.56.102","TCP","60","1999  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3472","32.142832508","192.168.56.101","192.168.56.102","TCP","60","458  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3473","32.142976984","192.168.56.101","192.168.56.102","TCP","60","9917  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3474","32.143102415","192.168.56.101","192.168.56.102","TCP","60","4  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3475","32.143227375","192.168.56.101","192.168.56.102","TCP","60","1041  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3476","32.143369062","192.168.56.101","192.168.56.102","TCP","60","3493  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3477","32.143505991","192.168.56.101","192.168.56.102","TCP","60","32770  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3478","32.143634562","192.168.56.101","192.168.56.102","TCP","60","6005  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3479","32.143828805","192.168.56.101","192.168.56.102","TCP","60","2045  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3480","32.144282125","192.168.56.101","192.168.56.102","TCP","60","7201  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3481","32.144444609","192.168.56.101","192.168.56.102","TCP","60","902  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3482","32.144598700","192.168.56.101","192.168.56.102","TCP","60","4567  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3483","32.144598755","192.168.56.101","192.168.56.102","TCP","60","2638  >  39816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
